Price,Suburb,Rooms,Type,Method,Date,Postcode,Bedrooms,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,Propertycount,Rooms_winsorized,Landsize_winsorized,BuildingArea_winsorized,Car_Missing,distance_cbd_km
470000.0,Abbotsford,1,Unit / Duplex,S,26/07/2016,3067.0,1.0,1.0,1.0,0.0,50.0,2013.0,Yarra City Council,-37.8055,144.9961,Northern Metropolitan,4019.0,1,0.0,50.0,False,3.8264561485371833
1180000.0,Abbotsford,2,House,S,27/11/2016,3067.0,2.0,1.0,0.0,162.0,91.0,1900.0,Yarra City Council,-37.8016,144.9956,Northern Metropolitan,4019.0,2,162.0,91.0,False,3.8810730207185533
1195000.0,Abbotsford,3,House,SP,27/11/2016,3067.0,3.0,2.0,1.0,120.0,128.0,1998.0,Yarra City Council,-37.8022,144.9954,Northern Metropolitan,4019.0,3,120.0,128.0,False,3.8400900047783213
970000.0,Abbotsford,2,Unit / Duplex,SP,28/05/2016,3067.0,2.0,,0.0,,,,Yarra City Council,,,Northern Metropolitan,4019.0,2,,,True,
1030000.0,Abbotsford,2,House,S,30/07/2016,3067.0,2.0,1.0,1.0,172.0,81.0,1930.0,Yarra City Council,-37.8086,144.9946,Northern Metropolitan,4019.0,2,172.0,81.0,False,3.6088656739429954
927000.0,Abbotsford,3,House,S,30/07/2016,3067.0,3.0,,0.0,,,,Yarra City Council,,,Northern Metropolitan,4019.0,3,,,True,
840000.0,Airport West,3,Townhouse,PI,3/09/2016,3042.0,3.0,2.0,1.0,303.0,225.0,2016.0,Moonee Valley City Council,-37.718,144.878,Western Metropolitan,3464.0,3,303.0,225.0,False,14.033849320263316
730000.0,Airport West,3,House,VB,3/12/2016,3042.0,3.0,2.0,1.0,0.0,145.0,1965.0,Moonee Valley City Council,-37.7203,144.8755,Western Metropolitan,3464.0,3,0.0,145.0,False,14.033641279644339
770000.0,Airport West,3,House,SP,4/03/2017,3042.0,3.0,2.0,1.0,0.0,145.0,1965.0,Moonee Valley City Council,-37.7203,144.8755,Western Metropolitan,3464.0,3,0.0,145.0,False,14.033641279644339
700000.0,Airport West,3,Townhouse,S,4/03/2017,3042.0,3.0,2.0,2.0,239.0,134.0,2009.0,Moonee Valley City Council,-37.7218,144.8837,Western Metropolitan,3464.0,3,239.0,134.0,False,13.29901270389203
600000.0,Airport West,3,House,S,4/03/2017,3042.0,2.0,1.0,1.0,290.0,116.0,1980.0,Moonee Valley City Council,-37.7273,144.8744,Western Metropolitan,3464.0,3,290.0,116.0,False,13.56674138113709
500000.0,Airport West,2,Unit / Duplex,VB,4/03/2017,3042.0,2.0,1.0,1.0,168.0,86.0,2011.0,Moonee Valley City Council,-37.7215,144.8864,Western Metropolitan,3464.0,2,168.0,86.0,False,13.129899297477124
420000.0,Airport West,2,Townhouse,VB,4/06/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,2,,,True,
1035000.0,Airport West,5,House,S,6/08/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,5,,,True,
960000.0,Airport West,4,House,S,6/08/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,4,,,True,
960000.0,Airport West,4,House,S,6/08/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,4,,,True,
720000.0,Airport West,3,House,S,6/08/2016,3042.0,2.0,1.0,1.0,620.0,,,Moonee Valley City Council,-37.7173,144.8872,Western Metropolitan,3464.0,3,620.0,,False,13.435546080176836
785000.0,Airport West,4,House,S,6/08/2016,3042.0,3.0,1.0,2.0,597.0,127.0,,Moonee Valley City Council,-37.7259,144.8792,Western Metropolitan,3464.0,4,597.0,127.0,False,13.3003252272157
725000.0,Airport West,6,House,SP,7/05/2016,3042.0,6.0,3.0,2.0,976.0,186.0,1980.0,Moonee Valley City Council,-37.7239,144.8735,Western Metropolitan,3464.0,5,976.0,186.0,False,13.902302509079234
450000.0,Airport West,2,Townhouse,S,7/05/2016,3042.0,2.0,1.0,1.0,110.0,90.0,2015.0,Moonee Valley City Council,-37.7216,144.871,Western Metropolitan,3464.0,2,110.0,90.0,False,14.279095972753424
680000.0,Airport West,3,House,VB,8/10/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,3,,,True,
530000.0,Airport West,2,Unit / Duplex,S,10/09/2016,3042.0,2.0,1.0,1.0,120.0,94.0,2012.0,Moonee Valley City Council,-37.7234,144.8792,Western Metropolitan,3464.0,2,120.0,94.0,False,13.50163626756043
895000.0,Airport West,3,House,PI,10/09/2016,3042.0,3.0,1.0,6.0,1063.0,133.0,1975.0,Moonee Valley City Council,-37.7249,144.8728,Western Metropolitan,3464.0,3,1063.0,133.0,False,13.879743362505572
600000.0,Airport West,3,Unit / Duplex,VB,10/09/2016,3042.0,2.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,3,,,True,
805000.0,Airport West,3,House,S,10/12/2016,3042.0,3.0,1.0,0.0,0.0,105.0,1950.0,Moonee Valley City Council,-37.7217,144.8783,Western Metropolitan,3464.0,3,0.0,105.0,True,13.707803489311678
760000.0,Airport West,3,Townhouse,PI,10/12/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,3,,,True,
752000.0,Airport West,3,Unit / Duplex,S,11/02/2017,3042.0,3.0,1.0,1.0,265.0,130.0,1993.0,Moonee Valley City Council,-37.7302,144.8855,Western Metropolitan,3464.0,3,265.0,130.0,False,12.472696284867533
580000.0,Airport West,3,Unit / Duplex,VB,12/11/2016,3042.0,2.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,3,,,True,
758000.0,Airport West,4,House,S,13/08/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,4,,,True,
440000.0,Airport West,2,Unit / Duplex,S,13/08/2016,3042.0,2.0,1.0,1.0,192.0,,,Moonee Valley City Council,-37.7177,144.8787,Western Metropolitan,3464.0,2,192.0,,False,14.00709546759218
970000.0,Airport West,3,House,S,14/05/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,3,,,True,
985000.0,Airport West,4,House,S,15/10/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,4,,,True,
509500.0,Airport West,2,Unit / Duplex,SP,15/10/2016,3042.0,2.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,2,,,True,
830000.0,Airport West,3,House,S,16/04/2016,3042.0,3.0,1.0,2.0,971.0,113.0,1960.0,Moonee Valley City Council,-37.7186,144.876,Western Metropolitan,3464.0,3,971.0,113.0,False,14.133775457187962
462500.0,Airport West,2,Unit / Duplex,S,16/07/2016,3042.0,2.0,1.0,1.0,164.0,,2003.0,Moonee Valley City Council,-37.7218,144.8863,Western Metropolitan,3464.0,2,164.0,,False,13.111512062619514
670000.0,Airport West,3,House,SP,16/07/2016,3042.0,3.0,2.0,2.0,657.0,,,Moonee Valley City Council,-37.7269,144.8742,Western Metropolitan,3464.0,3,657.0,,False,13.613569101306126
675000.0,Airport West,2,House,S,16/07/2016,3042.0,2.0,1.0,1.0,612.0,100.0,1975.0,Moonee Valley City Council,-37.7187,144.8765,Western Metropolitan,3464.0,2,612.0,100.0,False,14.088040589857302
1042000.0,Airport West,3,House,S,16/07/2016,3042.0,3.0,2.0,5.0,612.0,174.0,1950.0,Moonee Valley City Council,-37.7173,144.8796,Western Metropolitan,3464.0,3,612.0,174.0,False,13.974569540764168
910000.0,Airport West,3,House,S,17/09/2016,3042.0,3.0,1.0,1.0,775.0,,,Moonee Valley City Council,-37.7231,144.8835,Western Metropolitan,3464.0,3,775.0,,False,13.205128128134476
773000.0,Airport West,4,House,S,17/09/2016,3042.0,5.0,3.0,0.0,531.0,309.0,1980.0,Moonee Valley City Council,-37.7263,144.8679,Western Metropolitan,3464.0,4,531.0,309.0,True,14.16898287028962
715000.0,Airport West,3,House,S,17/09/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,3,,,True,
810000.0,Airport West,3,House,PI,18/03/2017,3042.0,3.0,3.0,2.0,555.0,192.0,1980.0,Moonee Valley City Council,-37.7285,144.8694,Western Metropolitan,3464.0,3,555.0,192.0,False,13.881636433390709
715000.0,Airport West,3,House,S,18/03/2017,3042.0,3.0,2.0,2.0,422.0,126.0,1995.0,Moonee Valley City Council,-37.7164,144.8792,Western Metropolitan,3464.0,3,422.0,126.0,False,14.079098497648538
790000.0,Airport West,3,House,S,18/03/2017,3042.0,3.0,1.0,0.0,614.0,,,Moonee Valley City Council,-37.7194,144.8827,Western Metropolitan,3464.0,3,614.0,,True,13.573206545448802
460000.0,Airport West,2,Townhouse,VB,18/06/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,2,,,True,
540000.0,Airport West,3,Townhouse,SP,18/06/2016,3042.0,2.0,2.0,1.0,161.0,101.0,2010.0,Moonee Valley City Council,-37.7231,144.8802,Western Metropolitan,3464.0,3,161.0,101.0,False,13.450530880463017
825000.0,Airport West,3,Townhouse,SP,19/11/2016,3042.0,3.0,2.0,1.0,293.0,102.0,1960.0,Moonee Valley City Council,-37.72,144.8776,Western Metropolitan,3464.0,3,293.0,102.0,False,13.899167643012726
685000.0,Airport West,3,House,S,22/05/2016,3042.0,3.0,1.0,1.0,579.0,,1975.0,Moonee Valley City Council,-37.7226,144.8733,Western Metropolitan,3464.0,3,579.0,,False,14.020079573881706
445000.0,Airport West,3,Unit / Duplex,S,22/05/2016,3042.0,2.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,3,,,True,
805000.0,Airport West,3,House,S,22/08/2016,3042.0,3.0,1.0,1.0,623.0,,,Moonee Valley City Council,-37.7184,144.882,Western Metropolitan,3464.0,3,623.0,,False,13.708055252365218
510000.0,Airport West,2,Unit / Duplex,S,22/08/2016,3042.0,2.0,1.0,1.0,141.0,76.0,,Moonee Valley City Council,-37.7202,144.8797,Western Metropolitan,3464.0,2,141.0,76.0,False,13.726052197228665
612000.0,Airport West,3,House,S,22/08/2016,3042.0,3.0,2.0,1.0,212.0,,,Moonee Valley City Council,-37.7181,144.8824,Western Metropolitan,3464.0,3,212.0,,False,13.704601833909095
978000.0,Airport West,4,House,S,24/09/2016,3042.0,4.0,3.0,2.0,532.0,,,Moonee Valley City Council,-37.7263,144.869,Western Metropolitan,3464.0,4,532.0,,False,14.078934446064878
720000.0,Airport West,3,House,PI,25/02/2017,3042.0,3.0,1.0,1.0,585.0,,,Moonee Valley City Council,-37.72,144.878,Western Metropolitan,3464.0,3,585.0,,False,13.869176166681276
474000.0,Airport West,2,Unit / Duplex,PI,26/07/2016,3042.0,2.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,2,,,True,
490000.0,Airport West,2,Townhouse,SP,26/07/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,2,,,True,
405000.0,Airport West,3,House,S,27/06/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,3,,,True,
715000.0,Airport West,3,Townhouse,S,27/11/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,3,,,True,
765000.0,Airport West,4,House,S,27/11/2016,3042.0,4.0,1.0,0.0,509.0,,,Moonee Valley City Council,-37.7261,144.8785,Western Metropolitan,3464.0,4,509.0,,True,13.33840222835345
900000.0,Airport West,4,House,S,27/11/2016,3042.0,4.0,2.0,3.0,628.0,146.0,1975.0,Moonee Valley City Council,-37.7256,144.8739,Western Metropolitan,3464.0,4,628.0,146.0,False,13.738122753004108
650000.0,Airport West,3,Unit / Duplex,PI,30/07/2016,3042.0,2.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,3,,,True,
552000.0,Airport West,3,Townhouse,SP,30/07/2016,3042.0,3.0,,0.0,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,3,,,True,
1275000.0,Albert Park,2,House,S,3/09/2016,3206.0,2.0,1.0,0.0,120.0,82.0,1900.0,Port Phillip City Council,-37.8459,144.9555,Southern Metropolitan,3280.0,2,120.0,82.0,False,3.8123453153487956
1455000.0,Albert Park,2,House,S,3/09/2016,3206.0,2.0,1.0,0.0,159.0,,,Port Phillip City Council,-37.845,144.9538,Southern Metropolitan,3280.0,2,159.0,,False,3.7573119986630434
2850000.0,Albert Park,3,House,PI,4/03/2017,3206.0,3.0,2.0,0.0,211.0,198.0,1890.0,Port Phillip City Council,-37.8481,144.9499,Southern Metropolitan,3280.0,3,211.0,198.0,True,4.212166564629233
1850000.0,Albert Park,3,House,S,4/03/2017,3206.0,3.0,2.0,0.0,128.0,133.0,1890.0,Port Phillip City Council,-37.8452,144.9488,Southern Metropolitan,3280.0,3,128.0,133.0,False,3.953936279481086
1436000.0,Albert Park,2,House,S,4/03/2017,3206.0,2.0,1.0,0.0,130.0,81.0,1900.0,Port Phillip City Council,-37.8431,144.9565,Southern Metropolitan,3280.0,2,130.0,81.0,False,3.486054965150189
1110000.0,Albert Park,2,House,S,6/08/2016,3206.0,1.0,1.0,0.0,147.0,,1900.0,Port Phillip City Council,-37.8444,144.9484,Southern Metropolitan,3280.0,2,147.0,,False,3.8892859356103706
1550000.0,Albert Park,2,House,S,7/05/2016,3206.0,2.0,1.0,1.0,167.0,,,Port Phillip City Council,-37.8405,144.9521,Southern Metropolitan,3280.0,2,167.0,,False,3.335367612378056
2300000.0,Albert Park,4,House,S,7/05/2016,3206.0,4.0,2.0,1.0,153.0,180.0,1880.0,Port Phillip City Council,-37.8447,144.9523,Southern Metropolitan,3280.0,4,153.0,180.0,False,3.7706567032316833
1550000.0,Albert Park,3,Townhouse,VB,7/11/2016,3206.0,3.0,2.0,0.0,718.0,,,Port Phillip City Council,-37.8443,144.9598,Southern Metropolitan,3280.0,3,718.0,,True,3.57019854816817
1800000.0,Albert Park,3,House,VB,7/11/2016,3206.0,3.0,2.0,1.0,132.0,159.0,1996.0,Port Phillip City Council,-37.8415,144.952,Southern Metropolitan,3280.0,3,132.0,159.0,False,3.443660561892338
2485000.0,Albert Park,3,House,S,8/10/2016,3206.0,3.0,,0.0,,,,Port Phillip City Council,,,Southern Metropolitan,3280.0,3,,,True,
2120000.0,Albert Park,2,House,S,10/09/2016,3206.0,2.0,1.0,1.0,199.0,107.0,1900.0,Port Phillip City Council,-37.8422,144.9554,Southern Metropolitan,3280.0,2,199.0,107.0,False,3.4131917368703175
1800000.0,Albert Park,3,House,VB,10/09/2016,3206.0,3.0,1.0,1.0,253.0,,,Port Phillip City Council,-37.8443,144.9579,Southern Metropolitan,3280.0,3,253.0,,False,3.5926922506136627
1800000.0,Albert Park,3,House,S,10/09/2016,3206.0,3.0,2.0,1.0,90.0,,1900.0,Port Phillip City Council,-37.8421,144.9571,Southern Metropolitan,3280.0,3,90.0,,False,3.364978154686722
1810000.0,Albert Park,2,House,PI,10/12/2016,3206.0,2.0,1.0,0.0,240.0,,,Port Phillip City Council,-37.8379,144.9539,Southern Metropolitan,3280.0,2,240.0,,False,2.997462599235766
2615000.0,Albert Park,3,House,S,10/12/2016,3206.0,3.0,2.0,1.0,177.0,181.0,1880.0,Port Phillip City Council,-37.8415,144.9585,Southern Metropolitan,3280.0,3,177.0,181.0,False,3.2758167669111375
2100000.0,Albert Park,5,House,S,10/12/2016,3206.0,5.0,2.0,1.0,237.0,,,Port Phillip City Council,-37.8436,144.9557,Southern Metropolitan,3280.0,5,237.0,,False,3.5578122690805767
1300000.0,Albert Park,3,House,S,10/12/2016,3206.0,3.0,1.0,0.0,129.0,,,Port Phillip City Council,-37.8422,144.949,Southern Metropolitan,3280.0,3,129.0,,False,3.6388681112746815
1370000.0,Albert Park,3,House,S,12/06/2016,3206.0,3.0,2.0,2.0,0.0,,2000.0,Port Phillip City Council,-37.8451,144.9511,Southern Metropolitan,3280.0,3,0.0,,False,3.8539636183847925
1000000.0,Albert Park,2,House,S,12/11/2016,3206.0,2.0,1.0,0.0,288.0,,,Port Phillip City Council,-37.8407,144.9523,Southern Metropolitan,3280.0,2,288.0,,False,3.3488429011337892
2575000.0,Albert Park,3,House,S,15/10/2016,3206.0,3.0,2.0,0.0,228.0,,,Port Phillip City Council,-37.8445,144.9501,Southern Metropolitan,3280.0,3,228.0,,True,3.8287880115863224
1322500.0,Albert Park,2,House,S,15/10/2016,3206.0,2.0,1.0,0.0,149.0,,1890.0,Port Phillip City Council,-37.8443,144.9481,Southern Metropolitan,3280.0,2,149.0,,False,3.8924546405348845
1562500.0,Albert Park,2,House,S,15/10/2016,3206.0,2.0,1.0,0.0,141.0,83.0,1890.0,Port Phillip City Council,-37.8424,144.9562,Southern Metropolitan,3280.0,2,141.0,83.0,True,3.4161521014395775
2000000.0,Albert Park,3,House,VB,16/04/2016,3206.0,3.0,2.0,1.0,211.0,147.0,1900.0,Port Phillip City Council,-37.847,144.9575,Southern Metropolitan,3280.0,3,211.0,147.0,False,3.8956464292668778
1900000.0,Albert Park,3,House,S,18/03/2017,3206.0,3.0,1.0,0.0,209.0,,1900.0,Port Phillip City Council,-37.8468,144.9546,Southern Metropolitan,3280.0,3,209.0,,False,3.9308039383425983
3010000.0,Albert Park,3,House,S,18/03/2017,3206.0,3.0,2.0,0.0,147.0,146.0,1890.0,Port Phillip City Council,-37.8473,144.9551,Southern Metropolitan,3280.0,3,147.0,146.0,False,3.9734770502202243
2800000.0,Albert Park,4,House,VB,18/06/2016,3206.0,4.0,3.0,1.0,327.0,254.0,1910.0,Port Phillip City Council,-37.8467,144.9475,Southern Metropolitan,3280.0,4,327.0,254.0,False,4.16328184563139
647000.0,Albert Park,2,Unit / Duplex,S,22/05/2016,3206.0,2.0,1.0,1.0,0.0,,,Port Phillip City Council,-37.846,144.9542,Southern Metropolitan,3280.0,2,0.0,,False,3.854275728126082
2100000.0,Albert Park,3,House,SP,23/04/2016,3206.0,2.0,1.0,1.0,120.0,123.0,1900.0,Port Phillip City Council,-37.8427,144.9546,Southern Metropolitan,3280.0,3,120.0,123.0,False,3.4879682932348817
2000000.0,Albert Park,3,House,PI,24/09/2016,3206.0,3.0,1.0,0.0,238.0,131.0,1890.0,Port Phillip City Council,-37.8461,144.9528,Southern Metropolitan,3280.0,3,238.0,131.0,True,3.904108421896568
