isFraud,TransactionAmt,OperatingSystemVersion,BrowserVersion,ProductCode,CardNetwork,CardType,EmailDomainPayer,EmailDomainReceiver,OperatingSystemName,BrowserName
0,500.0,10.11,,R,american express,credit,comcast.net,comcast.net,Mac OS X,safari generic
0,20.0,11.0,11.0,S,mastercard,debit,,hotmail.com,iOS,mobile safari
1,225.0,10,,R,mastercard,credit,gmail.com,gmail.com,Windows,firefox
0,7.372,,11.0,C,mastercard,credit,hotmail.com,hotmail.com,,mobile safari
0,500.0,10.11,,R,american express,credit,comcast.net,comcast.net,Mac OS X,safari generic
0,30.0,10.13,,H,visa,credit,gmail.com,gmail.com,Mac OS X,safari generic
0,28.639,,11.0,C,visa,debit,hotmail.com,hotmail.com,,mobile safari
0,57.822,,62.0,C,visa,credit,hotmail.com,hotmail.com,,chrome
0,43.019,,60.0,C,visa,credit,yahoo.com,yahoo.com,,chrome
0,40.0,7.0,62.0,H,visa,debit,gmail.com,,Android,chrome
0,150.0,,,H,mastercard,credit,yahoo.com,gmail.com,Mac,safari generic
0,20.0,10.9,,H,visa,credit,hotmail.com,,Mac OS X,safari generic
0,15.468,,62.0,C,mastercard,debit,hotmail.com,hotmail.com,,chrome
0,50.0,10.3,10.0,H,visa,credit,gmail.com,,iOS,mobile safari
1,90.57,,11.0,C,mastercard,credit,gmail.com,gmail.com,,mobile safari
0,50.0,10.3,10.0,H,visa,debit,yahoo.com,,iOS,mobile safari
0,50.0,10.3,10.0,H,visa,debit,yahoo.com,,iOS,mobile safari
0,35.044,,62.0,C,mastercard,debit,gmail.com,gmail.com,,chrome
0,35.0,10.3,10.0,H,visa,credit,hotmail.com,,iOS,mobile safari
0,30.0,11.0,11.0,H,mastercard,credit,aol.com,,iOS,mobile safari
0,7.493,,62.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,100.0,11.1,11.0,R,american express,credit,anonymous.com,anonymous.com,iOS,mobile safari
0,50.0,10.3,10.0,H,visa,debit,hotmail.com,,iOS,mobile safari
0,25.0,10,14.0,H,visa,credit,yahoo.com,,Windows,edge
0,100.0,11.1,11.0,H,visa,credit,gmail.com,,iOS,mobile safari
0,12.326,,,C,visa,debit,hotmail.com,hotmail.com,,mobile safari generic
0,66.885,,62.0,C,mastercard,credit,outlook.com,outlook.com,,chrome
0,32.325,,11.0,C,visa,credit,hotmail.com,hotmail.com,,mobile safari
0,50.0,10,15.0,R,visa,debit,att.net,att.net,Windows,edge
0,200.0,11.1,11.0,H,visa,debit,gmail.com,,iOS,mobile safari
0,150.0,10,14.0,H,visa,debit,msn.com,,Windows,edge
0,7.251,,61.0,C,mastercard,debit,outlook.com,outlook.com,,chrome
0,50.0,7,11.0,H,visa,credit,comcast.net,,Windows,ie
0,7.0,10.12,57.0,S,visa,credit,,gmail.com,Mac OS X,firefox
0,150.0,10,14.0,H,visa,debit,msn.com,,Windows,edge
0,100.0,7.0,62.0,H,mastercard,debit,gmail.com,,Android,chrome
0,16.313,,11.0,C,visa,debit,gmail.com,gmail.com,,mobile safari
0,50.0,11.1,11.0,R,visa,debit,yahoo.com,gmail.com,iOS,mobile safari
0,75.0,7.0,6.2,H,visa,credit,yahoo.com,,Android,samsung browser
0,40.0,11.1,62.0,S,mastercard,credit,,icloud.com,iOS,chrome
0,37.763,,62.0,C,visa,credit,hotmail.com,hotmail.com,,chrome
0,25.0,10,62.0,H,visa,credit,gmail.com,,Windows,chrome
0,25.0,10.10,,H,visa,credit,gmail.com,,Mac OS X,safari generic
0,15.105,,62.0,C,visa,debit,hotmail.com,hotmail.com,,chrome
0,8.7,,62.0,C,mastercard,debit,gmail.com,gmail.com,,chrome
0,100.0,11.1,11.0,H,visa,credit,yahoo.com,,iOS,mobile safari
0,9.425,,62.0,C,mastercard,debit,gmail.com,gmail.com,,chrome
0,27.793,,62.0,C,visa,credit,hotmail.com,hotmail.com,,chrome
0,50.0,10,62.0,H,visa,debit,anonymous.com,,Windows,chrome
0,25.0,10.10,,H,visa,credit,gmail.com,,Mac OS X,safari generic
0,150.0,10,14.0,H,visa,debit,msn.com,,Windows,edge
0,250.0,10.11,,R,visa,credit,yahoo.com,yahoo.com,Mac OS X,safari generic
0,35.0,10,11.0,S,mastercard,credit,,verizon.net,Windows,ie
0,9.305,,62.0,C,mastercard,debit,gmail.com,gmail.com,,chrome
0,175.0,9.3,9.0,R,visa,debit,gmail.com,gmail.com,iOS,mobile safari
0,6.0,5.1,,S,visa,debit,,gmail.com,Android,chrome generic
0,100.0,11.1,11.0,H,visa,credit,gmail.com,gmail.com,iOS,mobile safari
0,15.0,11.1,11.0,H,visa,debit,yahoo.com,,iOS,mobile safari
0,100.0,11.1,11.0,H,visa,credit,aol.com,,iOS,mobile safari
0,50.0,11.1,11.0,H,visa,credit,gmail.com,gmail.com,iOS,mobile safari
0,50.0,11.1,11.0,H,visa,credit,gmail.com,gmail.com,iOS,mobile safari
0,75.0,10.10,,H,visa,debit,hotmail.com,hotmail.com,Mac OS X,safari generic
0,40.361,,62.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,100.0,10,57.0,H,visa,debit,msn.com,,Windows,firefox
0,125.0,11.1,11.0,R,visa,debit,yahoo.com,yahoo.com,iOS,mobile safari
0,64.649,,62.0,C,visa,credit,gmail.com,gmail.com,,chrome
0,27.31,,11.0,C,mastercard,debit,gmail.com,gmail.com,,mobile safari
0,10.996,,62.0,C,visa,credit,gmail.com,gmail.com,,chrome
0,80.0,7,11.0,H,mastercard,credit,optonline.net,,Windows,ie
0,42.596,,10.0,C,visa,credit,gmail.com,gmail.com,,mobile safari
0,75.0,11.1,11.0,H,visa,credit,aol.com,,iOS,mobile safari
0,41.146,,62.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,100.0,11.1,,R,mastercard,debit,gmail.com,anonymous.com,iOS,mobile safari generic
0,203.374,,62.0,C,visa,debit,yahoo.com.mx,yahoo.com.mx,,chrome
0,50.0,10,62.0,H,visa,credit,msn.com,aol.com,Windows,chrome
0,1.896,,62.0,C,mastercard,debit,gmail.com,gmail.com,,chrome
0,50.0,11.1,,H,mastercard,debit,gmail.com,gmail.com,iOS,mobile safari generic
0,6.477,,62.0,C,mastercard,debit,hotmail.com,hotmail.com,,chrome
0,57.822,,62.0,C,visa,credit,gmail.com,gmail.com,,chrome
0,30.0,7,62.0,S,mastercard,credit,,anonymous.com,Windows,chrome
0,32.325,,62.0,C,mastercard,debit,live.com.mx,live.com.mx,,chrome
0,100.0,10,15.0,R,visa,credit,anonymous.com,anonymous.com,Windows,edge
0,150.0,10,62.0,R,american express,credit,anonymous.com,anonymous.com,Windows,chrome
0,9.788,,62.0,C,mastercard,credit,gmail.com,gmail.com,,chrome
0,5.4,,62.0,C,mastercard,debit,gmail.com,gmail.com,,chrome
0,34.017,,11.0,C,visa,debit,anonymous.com,anonymous.com,,ie
0,25.0,11.1,11.0,H,visa,debit,cox.net,,iOS,mobile safari
0,30.0,7,62.0,S,mastercard,credit,,anonymous.com,Windows,chrome
0,30.0,7,62.0,S,visa,credit,,anonymous.com,Windows,chrome
0,10.0,10,62.0,S,visa,credit,,bellsouth.net,Windows,chrome
0,53.411,,62.0,C,visa,credit,yahoo.com.mx,yahoo.com.mx,,chrome
0,6.0,5.1,,S,visa,debit,,gmail.com,Android,chrome generic
0,50.0,10.3,10.0,S,visa,debit,,anonymous.com,iOS,mobile safari
0,5.4,,62.0,C,mastercard,debit,gmail.com,gmail.com,,chrome
0,50.632,,61.0,C,visa,debit,hotmail.com,hotmail.com,,chrome
0,59.453,,62.0,C,mastercard,credit,hotmail.com,hotmail.com,,chrome
0,5.4,,62.0,C,visa,credit,gmail.com,gmail.com,,chrome
0,150.0,7.0,62.0,H,mastercard,credit,aol.com,,Android,chrome
0,25.0,10.11,,H,visa,credit,yahoo.com,,Mac OS X,safari generic
0,71.477,,62.0,C,visa,credit,hotmail.com,hotmail.com,,chrome
0,14.38,,,C,mastercard,credit,gmail.com,gmail.com,,other
1,12.326,,57.0,C,mastercard,debit,gmail.com,gmail.com,,firefox
0,15.0,,,H,visa,credit,gmail.com,,,
0,10.0,7,62.0,S,visa,debit,,gmail.com,Windows,chrome
0,70.51,,62.0,C,visa,credit,hotmail.com,hotmail.com,,chrome
0,63.26,,11.0,C,visa,debit,icloud.com,icloud.com,,mobile safari
0,33.231,,62.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,12.326,,6.2,C,visa,debit,servicios-ta.com,servicios-ta.com,,samsung browser
0,30.0,7,62.0,S,mastercard,credit,,anonymous.com,Windows,chrome
0,25.0,10,15.0,S,discover,credit,,ymail.com,Windows,edge
0,15.709,,61.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,127.788,,57.0,C,mastercard,credit,yahoo.com.mx,yahoo.com.mx,,firefox
0,16.012,,11.0,C,mastercard,credit,anonymous.com,anonymous.com,,ie
0,61.749,,11.0,C,mastercard,credit,anonymous.com,anonymous.com,,mobile safari
0,24.047,,57.0,C,visa,debit,gmail.com,gmail.com,,firefox
0,25.376,,11.0,C,visa,debit,gmail.com,gmail.com,,ie
0,85.192,,57.0,C,mastercard,credit,yahoo.com.mx,yahoo.com.mx,,firefox
1,124.344,,57.0,C,mastercard,debit,gmail.com,gmail.com,,firefox
0,73.471,,62.0,C,visa,debit,hotmail.com,hotmail.com,,chrome
0,100.0,10,62.0,H,visa,credit,aol.com,,Windows,chrome
0,8.459,,62.0,C,visa,credit,hotmail.com,hotmail.com,,chrome
0,85.192,,57.0,C,mastercard,credit,yahoo.com.mx,yahoo.com.mx,,firefox
0,65.0,10.13,62.0,H,visa,debit,gmail.com,gmail.com,Mac OS X,chrome
0,36.252,,59.0,C,mastercard,debit,hotmail.com,hotmail.com,,chrome
0,65.0,10.13,62.0,H,mastercard,credit,gmail.com,gmail.com,Mac OS X,chrome
0,85.192,,57.0,C,mastercard,credit,yahoo.com.mx,yahoo.com.mx,,firefox
0,10.0,10,62.0,S,mastercard,debit,,yahoo.com,Windows,chrome
0,50.0,7.1,62.0,H,mastercard,credit,aol.com,,Android,chrome
0,25.0,7,62.0,S,visa,credit,,gmail.com,Windows,chrome
0,30.0,11.1,11.0,H,visa,debit,hotmail.com,,iOS,mobile safari
0,43.563,,62.0,C,visa,debit,anonymous.com,anonymous.com,,chrome
0,100.0,10.13,,H,visa,credit,me.com,anonymous.com,Mac OS X,safari generic
0,150.0,10,15.0,H,visa,debit,yahoo.com,,Windows,edge
0,26.654,,56.0,C,mastercard,debit,gmail.com,gmail.com,,firefox
0,25.0,7.0,62.0,H,visa,debit,comcast.net,gmail.com,Android,chrome
0,90.0,7,62.0,S,mastercard,credit,,yahoo.com,Windows,chrome
0,28.277,,62.0,C,mastercard,credit,gmail.com,gmail.com,,chrome
0,85.192,,57.0,C,mastercard,credit,yahoo.com,yahoo.com,,firefox
0,50.0,10.10,,H,visa,debit,aol.com,,Mac OS X,safari generic
0,60.058,,,C,mastercard,debit,gmail.com,gmail.com,,safari generic
0,200.0,7,62.0,R,visa,debit,anonymous.com,anonymous.com,Windows,chrome
0,96.974,,62.0,C,visa,credit,yahoo.com.mx,yahoo.com.mx,,chrome
0,15.0,7.0,4.0,H,visa,debit,gmail.com,gmail.com,Android,android webview
0,23.201,,62.0,C,mastercard,credit,hotmail.com,hotmail.com,,chrome
0,100.0,6.0,62.0,R,visa,debit,gmail.com,anonymous.com,Android,chrome
0,64.529,,,C,visa,debit,hotmail.com,hotmail.com,,chrome
0,10.755,,62.0,C,visa,credit,anonymous.com,anonymous.com,,chrome
0,14.501,,62.0,C,visa,debit,outlook.com,outlook.com,,chrome
0,25.0,11.1,11.0,H,visa,debit,aol.com,,iOS,mobile safari
0,65.0,11.1,11.0,H,mastercard,credit,yahoo.com,yahoo.com,iOS,mobile safari
0,150.929,,62.0,C,visa,credit,gmail.com,gmail.com,,chrome
1,10.0,5.1,,S,mastercard,debit,,gmail.com,Android,chrome generic
1,10.0,5.1,,S,mastercard,debit,,gmail.com,Android,chrome generic
1,10.0,5.1,,S,mastercard,debit,,gmail.com,Android,chrome generic
0,45.0,10.3,10.0,H,visa,credit,yahoo.com,,iOS,mobile safari
0,45.0,10.3,10.0,H,visa,credit,yahoo.com,,iOS,mobile safari
0,24.228,,,C,visa,debit,anonymous.com,anonymous.com,,mobile safari generic
0,100.0,10.9,56.0,H,mastercard,debit,anonymous.com,,Mac OS X,firefox
0,85.192,,57.0,C,mastercard,credit,yahoo.com,yahoo.com,,firefox
0,20.18,,,C,visa,debit,outlook.com,outlook.com,,chrome generic
0,10.755,,6.2,C,mastercard,debit,gmail.com,gmail.com,,samsung browser
0,30.0,7.0,62.0,H,visa,debit,yahoo.com,,Android,chrome
0,23.926,,62.0,C,mastercard,debit,hotmail.com,hotmail.com,,chrome
0,63.26,,62.0,C,visa,debit,hotmail.com,hotmail.com,,chrome
0,129.299,,62.0,C,mastercard,credit,gmail.com,gmail.com,,chrome
0,90.993,,9.0,C,visa,debit,gmail.com,gmail.com,,mobile safari
0,80.963,,55.0,C,visa,debit,anonymous.com,anonymous.com,,chrome
0,400.0,10.11,,R,mastercard,credit,anonymous.com,anonymous.com,Mac OS X,safari generic
0,44.892,,62.0,C,mastercard,credit,yahoo.com,yahoo.com,,chrome
0,64.649,,62.0,C,visa,credit,hotmail.com,hotmail.com,,chrome
0,50.0,7,61.0,H,american express,credit,gmail.com,gmail.com,Windows,chrome
0,125.0,11.1,11.0,R,visa,credit,yahoo.com,anonymous.com,iOS,mobile safari
0,20.0,10,62.0,S,visa,debit,,hotmail.com,Windows,chrome
0,41.811,,62.0,C,mastercard,debit,hotmail.es,hotmail.es,,chrome
0,51.357,,62.0,C,visa,credit,gmail.com,gmail.com,,chrome
0,80.963,,55.0,C,visa,debit,anonymous.com,anonymous.com,,chrome
0,21.389,,62.0,C,mastercard,credit,hotmail.es,hotmail.es,,chrome
0,200.0,10.12,62.0,R,visa,credit,anonymous.com,anonymous.com,Mac OS X,chrome
0,54.015,,62.0,C,mastercard,credit,hotmail.com,hotmail.com,,chrome
0,42.294,,62.0,C,visa,credit,live.com.mx,live.com.mx,,chrome
0,100.0,10,15.0,H,mastercard,credit,yahoo.com,,Windows,edge
0,80.963,,55.0,C,visa,debit,anonymous.com,anonymous.com,,chrome
0,118.423,,62.0,C,mastercard,credit,hotmail.com,hotmail.com,,chrome
0,75.0,11.1,,H,discover,credit,yahoo.com,,iOS,mobile safari generic
0,19.999,,,C,visa,debit,gmail.com,gmail.com,,other
0,50.0,8.1,57.0,H,mastercard,credit,yahoo.com,,Windows,firefox
0,12.024,,49.0,C,mastercard,debit,hotmail.com,hotmail.com,,opera
1,83.38,,,C,visa,credit,gmail.com,gmail.com,,ie
0,37.46,,55.0,C,mastercard,debit,gmail.com,gmail.com,,chrome
0,25.0,10,62.0,H,visa,credit,gmail.com,,Windows,chrome
0,43.986,,62.0,C,visa,debit,anonymous.com,anonymous.com,,chrome
0,36.373,,10.0,C,mastercard,debit,gmail.com,gmail.com,,mobile safari
0,50.149,,11.0,C,mastercard,debit,gmail.com,gmail.com,,mobile safari
0,109.36,,62.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,16.012,,11.0,C,mastercard,credit,gmail.com,gmail.com,,ie
0,16.012,,11.0,C,mastercard,credit,gmail.com,gmail.com,,ie
0,59.574,,11.0,C,mastercard,credit,hotmail.com,hotmail.com,,mobile safari
0,50.0,11.1,62.0,H,visa,credit,comcast.net,,iOS,chrome
0,83.198,,,C,visa,debit,hotmail.com,hotmail.com,,
0,83.198,,,C,visa,debit,hotmail.com,hotmail.com,,
0,23.926,,62.0,C,mastercard,debit,hotmail.com,hotmail.com,,chrome
0,16.918,,11.0,C,mastercard,credit,anonymous.com,anonymous.com,,ie
0,18.67,,62.0,C,mastercard,debit,hotmail.com,hotmail.com,,chrome
0,15.0,11.1,11.0,H,visa,debit,msn.com,msn.com,iOS,mobile safari
0,14.138,,15.0,C,mastercard,credit,yahoo.com.mx,yahoo.com.mx,,edge
0,39.394,,,C,visa,debit,gmail.com,gmail.com,,firefox
0,25.86,,,C,visa,debit,,,,chrome generic
0,35.0,11.1,11.0,H,visa,credit,gmail.com,,iOS,mobile safari
0,14.138,,11.0,C,visa,debit,hotmail.com,hotmail.com,,mobile safari
0,15.0,11.1,11.0,S,visa,debit,,gmail.com,iOS,mobile safari
0,88.938,,,C,visa,credit,hotmail.com,hotmail.com,,
0,88.938,,57.0,C,visa,credit,gmail.com,gmail.com,,firefox
0,28.519,,62.0,C,mastercard,credit,hotmail.com,hotmail.com,,chrome
0,50.0,11.0,11.0,H,mastercard,debit,live.com,,iOS,mobile safari
0,50.0,10.3,10.0,H,visa,debit,yahoo.com,gmail.com,iOS,mobile safari
0,50.0,10.3,10.0,H,visa,debit,yahoo.com,gmail.com,iOS,mobile safari
0,25.0,10,62.0,S,mastercard,debit,,gmail.com,Windows,chrome
0,45.073,,62.0,C,mastercard,debit,gmail.com,gmail.com,,chrome
0,100.0,7,62.0,H,visa,credit,yahoo.com,,Windows,chrome
1,90.872,,62.0,C,visa,credit,gmail.com,gmail.com,,chrome
1,90.872,,62.0,C,visa,credit,gmail.com,gmail.com,,chrome
0,30.0,10,62.0,H,visa,credit,yahoo.com,,Windows,chrome
0,54.076,,61.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,100.0,5.1,62.0,H,visa,debit,yahoo.com,,Android,chrome
0,80.0,7.0,61.0,H,visa,debit,gmail.com,,Android,chrome
0,50.0,11.1,11.0,H,visa,debit,gmail.com,gmail.com,iOS,mobile safari
0,80.0,11.1,11.0,H,visa,debit,hotmail.com,,iOS,mobile safari
0,15.0,10,62.0,H,visa,debit,gmail.com,,Windows,chrome
0,28.76,,57.0,C,mastercard,debit,gmail.com,gmail.com,,firefox
0,25.0,10,62.0,H,visa,debit,optonline.net,optonline.net,Windows,chrome
0,38.548,,62.0,C,visa,debit,gmail.com,gmail.com,,chrome
0,100.0,11.1,11.0,R,visa,debit,gmail.com,anonymous.com,iOS,mobile safari
0,50.0,10,62.0,H,visa,debit,yahoo.com,,Windows,chrome
0,50.0,10,62.0,H,visa,debit,yahoo.com,,Windows,chrome
0,50.0,10,62.0,H,visa,debit,yahoo.com,,Windows,chrome
0,11.782,,11.0,C,mastercard,debit,hotmail.com,hotmail.com,,ie
0,100.0,7.0,6.2,R,visa,debit,gmail.com,gmail.com,Android,samsung browser
0,25.0,10,62.0,S,visa,debit,,yahoo.com,Windows,chrome
0,25.0,10,62.0,S,visa,debit,,yahoo.com,Windows,chrome
0,25.0,10,62.0,S,visa,debit,,yahoo.com,Windows,chrome
0,77.579,,61.0,C,mastercard,credit,live.com,live.com,,chrome
0,25.0,10,62.0,S,visa,debit,,yahoo.com,Windows,chrome
0,25.0,7,11.0,S,visa,debit,,gmail.com,Windows,ie
0,100.0,,,R,visa,credit,gmail.com,gmail.com,,
0,25.0,10,62.0,S,visa,debit,,yahoo.com,Windows,chrome
0,100.0,11.1,11.0,H,visa,debit,gmail.com,yahoo.com,iOS,mobile safari
0,100.0,11.1,11.0,H,visa,debit,gmail.com,yahoo.com,iOS,mobile safari
0,85.0,10,62.0,S,mastercard,debit,,icloud.com,Windows,chrome
0,30.0,7,11.0,H,visa,debit,aol.com,aol.com,Windows,ie
0,30.0,10.12,61.0,H,american express,credit,gmail.com,,Mac OS X,chrome
0,25.0,10,62.0,S,visa,debit,,yahoo.com,Windows,chrome
0,250.0,10,15.0,R,visa,debit,gmail.com,gmail.com,Windows,edge
0,150.0,7,62.0,R,mastercard,debit,yahoo.com,hotmail.com,Windows,chrome
0,25.0,10,62.0,S,mastercard,credit,,yahoo.com,Windows,chrome
0,50.0,11.1,11.0,H,visa,debit,gmail.com,gmail.com,iOS,mobile safari
0,25.0,,61.0,S,visa,debit,,gmail.com,Android,chrome
0,150.0,10,62.0,R,american express,credit,anonymous.com,anonymous.com,Windows,chrome
0,250.0,11.1,11.0,R,visa,credit,gmail.com,hotmail.com,iOS,mobile safari
0,100.0,7,11.0,H,visa,credit,gmail.com,,Windows,ie
0,30.0,7,62.0,H,visa,debit,gmail.com,,Windows,chrome
0,150.0,10,62.0,R,mastercard,credit,anonymous.com,anonymous.com,Windows,chrome
0,75.0,10.10,62.0,H,visa,credit,aol.com,yahoo.com,Mac OS X,chrome
0,300.0,10.9,57.0,H,visa,credit,yahoo.com,,Mac OS X,firefox
0,200.0,10,15.0,S,visa,credit,,gmail.com,Windows,edge
0,25.0,10.12,,H,visa,credit,gmail.com,,Mac OS X,safari generic
0,70.0,7,62.0,H,visa,credit,yahoo.com,anonymous.com,Windows,chrome
0,100.0,10.12,62.0,R,visa,debit,gmail.com,gmail.com,Mac OS X,chrome
0,25.256,,62.0,C,mastercard,debit,gmail.com,gmail.com,,chrome
0,100.0,,49.0,H,visa,credit,gmail.com,gmail.com,Windows Vista,chrome
0,25.0,8.1,62.0,S,visa,debit,,gmail.com,Windows,chrome
0,75.0,10,62.0,R,american express,credit,anonymous.com,anonymous.com,Windows,chrome
0,150.0,10.13,,H,american express,credit,gmail.com,,Mac OS X,safari generic
